Tissue,Expected,Observed,Enrichment Fold Change,P value,Q value
ASI WBbt:0005666,2.128876561202263,6,2.818387927861612,0.005793536416989497,0.018607475786330974
AIY WBbt:0005413,1.1612053970194163,4,3.444696356275303,0.00624571838872612,0.01930786617782332
HSN WBbt:0006830,1.6375973547709715,5,3.053253588516746,0.006205424274466322,0.01930786617782332
URX WBbt:0006846,0.729475185307069,3,4.112545649838883,0.006082331469937016,0.01930786617782332
postdeirid sensillum WBbt:0005471,0.729475185307069,3,4.112545649838883,0.006082331469937016,0.01930786617782332
oocyte WBbt:0006797,2.173538307241471,6,2.760475847152127,0.006471323526516749,0.01962968136376747
FLP WBbt:0006828,4.6597088367574,10,2.146056835379183,0.007850035267403866,0.023550105802211597
ASJ WBbt:0005667,1.2505288890978328,4,3.198646616541353,0.008495905985945344,0.02521067754525086
P11 WBbt:0004410,0.8634604234246941,3,3.474392014519056,0.010969564456338812,0.032200979533123605
spermathecal-uterine junction WBbt:0006756,0.8932349207841662,3,3.358578947368421,0.012319008315983277,0.03577754542833441
lateral ganglion WBbt:0005105,7.875354551580398,14,1.777697741518257,0.014169146934722425,0.038515460240156514
P3.p WBbt:0006891,0.9527839155031107,3,3.1486677631578948,0.015325495824374764,0.03966523814955179
P4.p WBbt:0006892,0.9527839155031107,3,3.1486677631578948,0.015325495824374764,0.03966523814955179
P8.p WBbt:0006896,0.9676711641828468,3,3.100226720647773,0.01614288476970523,0.04043126185439933
preanal ganglion WBbt:0005448,2.6350430163132907,6,2.27700267618198,0.017327978731548312,0.042617461204618824
