wbid,intestine,head,pharynx,hypodermis,tail,vulvalmuscle,tailneurons,bodywallmusculature,vulva,ventralnervecord,nervoussystem,spermatheca,headneurons,germline
WBGene00002043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002044,1,1,0,1,1,0,0,0,0,0,0,0,0,0
WBGene00002045,1,0,1,1,0,0,0,0,0,1,0,0,0,1
WBGene00002048,0,0,0,0,0,0,1,0,0,1,0,0,0,0
WBGene00002050,0,0,1,0,0,0,1,0,1,0,0,0,0,0
WBGene00002052,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00002053,0,0,1,1,0,0,1,0,1,1,0,0,0,0
WBGene00002054,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002055,1,0,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00002057,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002058,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002059,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002060,1,0,1,1,0,0,0,1,1,0,1,1,0,0
WBGene00002061,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002062,0,0,0,0,0,0,0,0,0,1,0,1,0,0
WBGene00002063,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002064,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002065,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00002066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002067,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002072,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002073,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002074,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002081,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00002083,1,0,0,0,0,0,0,0,0,0,1,0,0,1
WBGene00002084,1,0,0,1,0,1,1,0,1,1,0,0,1,0
WBGene00002085,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002086,1,0,0,1,0,0,0,0,1,0,1,1,0,0
WBGene00002087,1,0,0,1,0,1,0,0,1,0,1,1,0,0
WBGene00002088,1,0,0,0,0,0,1,0,1,1,0,0,1,0
WBGene00002089,1,0,0,0,0,0,1,0,0,1,0,0,0,0
WBGene00002090,1,0,0,0,0,1,0,0,1,0,1,0,0,0
WBGene00002091,1,0,0,0,0,1,1,0,1,1,0,1,1,0
WBGene00002092,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00002093,1,0,0,0,0,0,1,0,1,1,0,0,0,0
WBGene00002094,1,0,1,0,0,0,1,0,0,1,0,0,1,0
WBGene00002095,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00002096,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00002097,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00002098,1,0,0,0,0,1,1,0,1,1,0,1,0,0
WBGene00002099,1,0,1,0,0,0,0,0,0,0,0,0,1,0
WBGene00002100,1,1,0,0,0,1,1,0,1,1,0,1,0,0
WBGene00002101,1,0,0,0,0,0,1,0,1,1,0,1,1,0
WBGene00002103,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00002104,1,0,0,0,0,1,0,0,0,0,0,1,1,0
WBGene00002105,0,0,1,0,0,1,0,0,0,0,1,0,0,0
WBGene00002106,0,0,1,0,0,0,0,0,0,1,0,0,1,0
WBGene00002108,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00002109,1,0,1,0,0,0,0,0,0,0,1,0,0,0
WBGene00002110,0,0,0,1,0,1,0,1,0,0,0,0,0,0
WBGene00002111,1,0,0,0,0,0,1,0,1,0,0,0,0,0
WBGene00002112,0,0,1,0,0,0,0,0,0,0,0,0,1,0
WBGene00002113,1,0,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00002114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002115,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00002116,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00002117,1,0,1,0,0,0,0,0,0,1,0,0,0,0
WBGene00002118,1,0,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00002119,1,0,1,1,0,0,0,0,0,1,0,0,1,0
WBGene00002120,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002121,0,0,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00002123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002124,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002125,1,0,1,1,0,1,0,0,0,0,0,1,0,0
WBGene00002127,1,0,0,0,0,0,0,0,1,0,0,1,0,0
WBGene00002128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002130,0,0,0,0,0,1,0,1,1,0,0,0,0,0
WBGene00002131,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00002132,0,0,0,0,0,0,0,1,0,0,0,1,0,0
WBGene00002133,1,0,0,0,0,1,0,1,0,0,0,0,1,0
WBGene00002134,0,0,0,0,0,0,0,0,1,0,0,1,0,0
WBGene00002135,1,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00002136,0,0,0,0,0,1,0,1,0,0,0,0,0,1
WBGene00002137,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002138,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002139,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002140,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00002141,1,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00002142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002143,1,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00002144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002146,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00002147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002148,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00002149,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00002152,0,0,0,1,0,0,0,1,0,1,0,0,0,0
WBGene00002162,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00002169,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002173,1,0,1,1,0,0,0,0,0,1,0,1,0,1
WBGene00002174,1,0,0,0,0,1,0,0,0,0,0,1,0,0
WBGene00002175,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002177,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00002178,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00002179,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00002181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002183,1,0,1,0,0,0,0,1,0,0,0,0,0,0
WBGene00002184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002185,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00002187,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002196,1,0,1,0,0,0,0,0,1,0,0,0,0,1
WBGene00002198,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00002199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002201,1,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00002202,0,1,1,0,1,0,0,0,1,0,1,0,0,0
WBGene00002203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002207,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00002210,1,0,0,1,0,1,0,1,0,1,0,0,0,0
WBGene00002213,0,0,0,0,0,1,0,1,0,0,0,0,1,0
WBGene00002216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002217,1,0,1,0,0,0,0,0,0,0,1,0,0,0
WBGene00002218,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002220,0,1,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00002222,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00002226,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002228,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002229,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002230,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002232,1,0,1,0,0,0,0,0,0,0,1,0,0,0
WBGene00002233,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00002234,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002235,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00002238,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00002242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002244,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002246,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002247,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00002248,1,0,1,1,0,0,0,0,0,1,0,1,0,0
WBGene00002249,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00002251,0,0,1,0,0,0,0,0,1,0,1,0,0,0
WBGene00002252,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00002257,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00002261,0,0,0,1,0,1,1,1,0,0,0,0,1,0
WBGene00002262,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00002263,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00002269,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00002271,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00002273,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002280,0,1,0,0,1,1,0,1,0,0,0,1,0,0
WBGene00002282,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WBGene00002285,1,0,0,1,1,0,0,1,0,1,0,0,1,0
WBGene00002295,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WBGene00002297,0,0,0,0,0,0,0,0,0,0,1,1,0,0
WBGene00002299,1,0,0,1,0,0,1,0,0,0,0,0,1,0
WBGene00002335,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00002344,0,0,0,1,0,0,0,1,0,1,0,0,0,0
WBGene00002368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002497,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00002583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002632,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00002637,0,1,0,0,1,0,0,0,1,1,0,0,0,0
WBGene00002694,0,1,0,1,1,0,0,0,0,0,0,0,0,0
WBGene00002783,1,0,1,0,0,0,0,1,1,0,1,1,0,0
WBGene00002845,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002855,1,0,1,1,1,0,0,1,0,0,0,0,0,0
WBGene00002879,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00002881,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00002889,1,0,0,1,0,0,0,0,0,0,1,0,0,0
WBGene00002891,1,0,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00002957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002974,0,0,0,0,0,0,0,1,0,1,0,0,0,0
WBGene00002975,0,0,0,0,0,0,0,1,0,0,0,0,1,0
WBGene00002976,0,0,0,0,0,0,0,1,0,1,0,0,0,0
WBGene00002978,1,0,0,0,0,1,0,1,0,0,0,0,0,1
WBGene00002979,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00002980,1,0,1,1,0,1,0,1,1,0,1,0,0,0
WBGene00002981,1,0,1,1,0,0,0,0,1,0,1,1,0,0
WBGene00002983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002986,0,0,0,0,0,0,1,0,0,1,0,0,1,0
WBGene00002987,1,0,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00002988,0,0,0,0,0,0,0,0,0,1,0,1,0,0
WBGene00002989,1,0,0,0,0,0,0,1,0,1,0,0,1,0
WBGene00002990,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002992,0,0,1,0,1,0,0,0,0,0,0,1,0,1
WBGene00002993,0,0,1,1,0,0,0,1,0,0,1,0,0,0
WBGene00002999,0,0,0,0,0,0,1,0,1,1,0,0,0,0
WBGene00003000,1,0,1,0,0,0,1,1,1,1,0,0,1,0
WBGene00003001,1,1,0,0,1,1,0,0,0,1,0,1,0,0
WBGene00003002,1,0,0,0,0,0,0,1,0,0,1,0,0,0
WBGene00003003,1,0,0,0,0,0,0,1,0,0,1,0,0,0
WBGene00003006,0,0,0,0,0,0,0,0,1,0,1,0,0,0
WBGene00003007,0,0,0,0,0,0,0,1,1,0,1,0,0,0
WBGene00003008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003009,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003012,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003014,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003015,0,0,0,0,0,0,0,0,1,0,1,1,0,0
WBGene00003017,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003020,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003021,1,0,0,1,0,0,1,0,0,0,0,0,1,0
WBGene00003022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003024,0,0,0,1,0,0,0,0,0,1,0,0,1,0
WBGene00003025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003026,1,0,1,0,0,0,1,0,0,1,0,0,1,0
WBGene00003029,0,0,0,1,1,0,0,0,0,0,0,0,0,0
WBGene00003030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003033,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003035,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003036,0,1,0,1,1,0,0,0,0,0,0,0,0,0
WBGene00003037,0,0,1,0,0,0,0,0,1,0,0,0,0,0
WBGene00003039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003043,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003046,0,0,0,0,0,0,0,0,1,0,1,1,0,0
WBGene00003047,1,0,0,1,1,0,0,1,1,0,1,1,0,0
WBGene00003048,0,0,1,0,0,0,0,0,1,0,1,0,0,0
WBGene00003052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003053,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003056,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003059,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003068,0,0,1,0,0,0,1,0,1,0,0,0,1,0
WBGene00003071,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003072,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003074,0,0,0,0,0,0,0,1,0,0,1,0,0,0
WBGene00003080,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00003083,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003087,1,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00003088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003090,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003096,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003097,1,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003102,1,0,0,1,0,0,0,1,0,0,1,0,0,0
WBGene00003104,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WBGene00003106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003107,0,0,1,1,0,0,0,0,0,1,0,0,0,0
WBGene00003111,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00003112,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003114,1,0,0,0,0,0,0,1,0,1,0,1,1,0
WBGene00003136,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WBGene00003142,1,0,1,1,0,0,0,1,0,0,0,0,0,1
WBGene00003144,0,0,1,0,0,0,1,0,0,1,0,0,1,0
WBGene00003148,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003150,0,0,1,0,0,0,0,1,0,0,1,0,0,0
WBGene00003151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003153,1,0,0,0,0,0,0,1,0,0,1,0,0,0
WBGene00003154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003156,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003160,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003161,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003163,0,0,1,1,0,0,1,1,0,1,0,0,1,0
WBGene00003165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003166,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00003167,0,0,0,0,0,0,0,0,1,1,0,0,0,0
WBGene00003168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003169,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003170,0,0,0,0,0,1,1,1,0,0,0,0,0,0
WBGene00003172,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003173,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003175,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00003177,0,0,0,0,0,0,1,0,0,0,0,1,1,0
WBGene00003178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003180,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003183,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003185,1,0,1,1,0,0,0,1,0,0,1,0,0,0
WBGene00003196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003209,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003218,0,0,0,0,0,0,0,0,0,1,0,0,0,1
WBGene00003220,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003221,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003222,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003224,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003228,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003230,1,0,0,0,0,0,0,0,0,1,0,0,1,1
WBGene00003231,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003233,1,0,0,0,0,0,1,0,0,1,0,0,1,0
WBGene00003235,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00003236,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00003238,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003241,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003242,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003243,1,0,1,0,1,0,0,0,0,0,0,0,1,0
WBGene00003245,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003247,0,0,1,1,0,0,0,1,0,0,1,0,0,0
WBGene00003248,1,0,0,1,0,0,0,1,0,1,0,0,0,0
WBGene00003249,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003252,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003253,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003254,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003258,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003260,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003263,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003264,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003265,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003266,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003267,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003268,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003271,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003279,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003280,1,0,1,1,0,0,0,0,1,0,1,1,0,0
WBGene00003281,1,0,1,1,0,0,0,0,1,0,1,1,0,0
WBGene00003282,0,0,0,1,0,0,0,0,0,0,1,0,0,0
WBGene00003283,0,0,0,1,0,0,0,0,0,0,1,0,0,0
WBGene00003284,0,0,0,1,0,0,0,0,0,0,1,0,0,0
WBGene00003285,1,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003289,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003299,1,0,0,1,0,0,0,1,0,0,1,0,0,0
WBGene00003307,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003308,1,0,1,1,0,0,1,1,1,1,0,0,1,0
WBGene00003312,0,0,1,0,0,0,0,0,1,0,0,1,0,0
WBGene00003319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003328,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003335,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003341,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003343,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003368,0,1,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003369,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00003370,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00003374,1,0,1,1,0,0,0,1,0,0,1,0,0,0
WBGene00003376,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003377,1,0,0,0,0,0,1,1,0,1,0,0,1,0
WBGene00003378,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003380,1,0,0,0,0,0,0,1,1,0,0,0,1,0
WBGene00003384,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003386,0,0,0,0,0,0,1,1,0,0,0,0,1,0
WBGene00003387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003388,1,0,0,0,0,0,1,0,0,1,0,0,1,0
WBGene00003389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003395,1,0,0,0,1,0,0,1,1,0,0,0,0,0
WBGene00003397,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003401,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003404,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00003405,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003406,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003407,1,0,1,0,0,0,0,0,0,0,1,0,0,0
WBGene00003410,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003411,1,0,1,1,0,0,0,1,0,0,1,0,0,0
WBGene00003413,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003473,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00003474,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003475,1,0,1,1,0,0,1,1,1,0,0,0,1,0
WBGene00003476,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003479,1,0,0,0,0,0,0,0,1,0,1,0,0,0
WBGene00003480,1,0,0,1,0,0,0,0,1,0,0,0,0,1
WBGene00003482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003485,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003497,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003499,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003504,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003507,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003508,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003509,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00003510,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003511,1,0,1,0,0,0,0,0,0,0,1,0,0,0
WBGene00003514,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00003515,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003516,0,0,0,1,0,1,0,0,1,0,1,0,0,0
WBGene00003517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003521,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003522,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003523,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00003524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003525,1,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003526,1,0,0,0,0,0,0,0,1,0,0,1,0,0
WBGene00003528,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00003530,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003535,1,0,0,0,0,0,0,0,0,0,0,0,0,0
